Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot
C1QBP,282,191,7,7,7,Q07021,50,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1",C1QBP,31.3,5984
NOP16,178,289,11,11,11,Q9Y3C1,59,Nucleolar protein 16 OS=Homo sapiens OX=9606 GN=NOP16 PE=1 SV=2,NOP16,21.2,5966
BAZ1A,1556,211,22,22,21,Q9NRL2,16,Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2,BAZ1A,178.6,5961
RPS27A,156,271,8,8,3,P62979,53,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2,RPS27A,18.0,5938
PLAUR,335,191,8,8,8,Q03405,39,Urokinase plasminogen activator surface receptor OS=Homo sapiens OX=9606 GN=PLAUR PE=1 SV=1,PLAUR,37.0,5938
RPL19,196,182,6,6,6,P84098,26,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,RPL19,23.5,5937
RP2,350,298,9,9,9,O75695,25,Protein XRP2 OS=Homo sapiens OX=9606 GN=RP2 PE=1 SV=4,RP2,39.6,5927
LYN,512,266,18,18,14,P07948,41,Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3,LYN,58.5,5922
SUGP2,1082,235,20,20,20,Q8IX01,24,SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2,SUGP2,120.1,5892
EPS15L1,864,229,16,16,16,Q9UBC2,24,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1,EPS15L1,94.2,5874
ATF7,483,253,14,14,11,P17544,40,Cyclic AMP-dependent transcription factor ATF-7 OS=Homo sapiens OX=9606 GN=ATF7 PE=1 SV=3,ATF7,51.7,5852
RBM8A,174,213,9,9,9,Q9Y5S9,62,RNA-binding protein 8A OS=Homo sapiens OX=9606 GN=RBM8A PE=1 SV=1,RBM8A,19.9,5829
NIFK,293,221,12,12,12,Q9BYG3,50,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1,NIFK,34.2,5822
SERBP1,408,232,13,13,13,Q8NC51,43,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,SERBP1,44.9,5820
SLC3A2,630,194,13,13,13,P08195,29,4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3,SLC3A2,68.0,5818
VIRMA,1812,226,28,28,28,Q69YN4,20,Protein virilizer homolog OS=Homo sapiens OX=9606 GN=VIRMA PE=1 SV=2,VIRMA,201.9,5817
BHLHE40,412,234,15,15,15,O14503,46,Class E basic helix-loop-helix protein 40 OS=Homo sapiens OX=9606 GN=BHLHE40 PE=1 SV=1,BHLHE40,45.5,5768
RBBP7,425,300,15,15,8,Q16576,43,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,RBBP7,47.8,5751
DDX55,600,242,20,20,20,Q8NHQ9,34,ATP-dependent RNA helicase DDX55 OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=3,DDX55,68.5,5749
CENPV,275,158,7,7,7,Q7Z7K6,47,Centromere protein V OS=Homo sapiens OX=9606 GN=CENPV PE=1 SV=1,CENPV,29.9,5744
LARP1,1096,233,22,22,22,Q6PKG0,27,La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2,LARP1,123.4,5731
SRFBP1,429,284,18,18,18,Q8NEF9,49,Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1,SRFBP1,48.6,5688
RBM34,430,206,14,14,14,P42696,41,RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2,RBM34,48.5,5674
KRT31,416,183,9,9,3,Q15323,27,"Keratin, type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3",KRT31,47.2,5654
AATF,560,238,16,16,16,Q9NY61,40,Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1,AATF,63.1,5615
L3MBTL3,780,213,23,23,23,Q96JM7,38,Lethal(3)malignant brain tumor-like protein 3 OS=Homo sapiens OX=9606 GN=L3MBTL3 PE=1 SV=2,L3MBTL3,88.3,5583
TUBB6,446,217,8,8,2,Q9BUF5,20,Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,TUBB6,49.8,5578
MBD4,580,224,23,23,23,O95243,44,Methyl-CpG-binding domain protein 4 OS=Homo sapiens OX=9606 GN=MBD4 PE=1 SV=1,MBD4,66.0,5556
PES1,588,258,15,15,15,O00541,30,Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,PES1,68.0,5555
MAP7,749,250,14,14,13,Q14244,20,Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1,MAP7,84.0,5532
PLEKHG3,1219,266,18,18,18,A1L390,20,Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1,PLEKHG3,134.3,5512
RRAS,218,128,6,6,4,P10301,32,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1,RRAS,23.5,5502
FLYWCH1,716,214,15,15,15,Q4VC44,28,FLYWCH-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=FLYWCH1 PE=1 SV=2,FLYWCH1,80.1,5501
SMARCAL1,954,209,26,26,26,Q9NZC9,35,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 OS=Homo sapiens OX=9606 GN=SMARCAL1 PE=1 SV=1,SMARCAL1,105.9,5498
H1-0,194,182,5,5,5,P07305,21,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,H1-0,20.9,5471
ATF1,271,236,8,8,6,P18846,43,Cyclic AMP-dependent transcription factor ATF-1 OS=Homo sapiens OX=9606 GN=ATF1 PE=1 SV=2,ATF1,29.2,5463
SRSF10,262,235,11,11,11,O75494,31,Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1,SRSF10,31.3,5455
SURF6,361,218,12,12,12,O75683,38,Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,SURF6,41.4,5431
RRP8,456,264,16,16,16,O43159,48,Ribosomal RNA-processing protein 8 OS=Homo sapiens OX=9606 GN=RRP8 PE=1 SV=2,RRP8,50.7,5399
NOM1,860,232,23,23,23,Q5C9Z4,32,Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1,NOM1,96.2,5395
CREB5,508,215,16,16,15,Q02930,41,Cyclic AMP-responsive element-binding protein 5 OS=Homo sapiens OX=9606 GN=CREB5 PE=1 SV=3,CREB5,56.9,5373
PAK1IP1,392,260,14,14,14,Q9NWT1,40,p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2,PAK1IP1,43.9,5372
KIF14,1648,260,31,31,30,Q15058,23,Kinesin-like protein KIF14 OS=Homo sapiens OX=9606 GN=KIF14 PE=1 SV=1,KIF14,186.4,5362
MAGOH,146,205,11,11,11,P61326,66,Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1,MAGOH,17.2,5325
AKAP8,692,164,14,14,14,O43823,29,A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1,AKAP8,76.1,5308
DLST,453,157,10,10,10,P36957,24,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",DLST,48.7,5298
RAP2C,183,170,9,9,5,Q9Y3L5,60,Ras-related protein Rap-2c OS=Homo sapiens OX=9606 GN=RAP2C PE=1 SV=1,RAP2C,20.7,5296
DNAJC9,260,156,12,12,12,Q8WXX5,54,DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,DNAJC9,29.9,5219
RPL28,137,301,8,8,8,P46779,48,60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,RPL28,15.7,5209
FMR1,632,194,13,13,12,Q06787,25,Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1,FMR1,71.1,5205
DNAJA3,480,172,10,10,10,Q96EY1,27,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2",DNAJA3,52.5,5128
KRR1,381,232,8,8,8,Q13601,22,KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4,KRR1,43.6,5106
RPS15A,130,199,8,8,8,P62244,62,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,RPS15A,14.8,5098
RRS1,365,201,12,12,12,Q15050,42,Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,RRS1,41.2,5094
RBBP4,425,271,14,14,7,Q09028,38,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,RBBP4,47.6,5086
MSH6,1360,219,27,27,26,P52701,24,DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2,MSH6,152.7,5081
PWP1,501,249,15,15,15,Q13610,41,Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1,PWP1,55.8,5078
ZBTB21,1066,242,30,30,30,Q9ULJ3,36,Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,ZBTB21,118.8,5063
NPM3,178,160,5,5,5,O75607,51,Nucleoplasmin-3 OS=Homo sapiens OX=9606 GN=NPM3 PE=1 SV=3,NPM3,19.3,5042
LRRC59,307,194,10,10,10,Q96AG4,45,Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,LRRC59,34.9,5003
NCBP1,790,161,15,15,15,Q09161,25,Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1,NCBP1,91.8,4992
CWC25,425,215,14,14,14,Q9NXE8,33,Pre-mRNA-splicing factor CWC25 homolog OS=Homo sapiens OX=9606 GN=CWC25 PE=1 SV=1,CWC25,49.6,4922
TUFM,452,186,15,15,15,P49411,44,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",TUFM,49.5,4922
RRP1,461,199,15,15,15,P56182,39,Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens OX=9606 GN=RRP1 PE=1 SV=1,RRP1,52.8,4918
WTAP,396,155,12,12,12,Q15007,42,Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2,WTAP,44.2,4901
TEAD1,426,179,9,9,5,P28347,30,Transcriptional enhancer factor TEF-1 OS=Homo sapiens OX=9606 GN=TEAD1 PE=1 SV=2,TEAD1,47.9,4884
NOP10,64,154,5,5,5,Q9NPE3,72,H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,NOP10,7.7,4878
PICALM,652,156,8,8,8,Q13492,17,Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2,PICALM,70.7,4868
KRT4,520,166,9,9,3,P19013,18,"Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",KRT4,56.1,4851
NSD1,2696,256,38,38,37,Q96L73,19,"Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Homo sapiens OX=9606 GN=NSD1 PE=1 SV=1",NSD1,296.5,4844
RPL31,125,207,5,5,5,P62899,38,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,RPL31,14.5,4841
VEZF1,521,210,13,13,12,Q14119,27,Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2,VEZF1,56.9,4806
RAP2B,183,151,10,10,6,P61225,55,Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1,RAP2B,20.5,4779
SUZ12,739,175,14,14,14,Q15022,28,Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3,SUZ12,83.0,4771
F5,2224,207,10,10,10,P12259,4,Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4,F5,251.5,4708
IK,557,191,14,14,14,Q13123,29,Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3,IK,65.6,4707
SP3,781,156,11,11,11,Q02447,18,Transcription factor Sp3 OS=Homo sapiens OX=9606 GN=SP3 PE=1 SV=3,SP3,81.9,4699
RPS17,135,246,8,8,8,P08708,62,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,RPS17,15.5,4679
ZC3H13,1668,246,18,18,18,Q5T200,11,Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1,ZC3H13,196.5,4637
SPATS2L,558,188,15,15,14,Q9NUQ6,32,SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2,SPATS2L,61.7,4607
APOBEC3C,190,160,7,7,7,Q9NRW3,48,DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,APOBEC3C,22.8,4605
PRPF38B,546,238,16,16,16,Q5VTL8,27,Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1,PRPF38B,64.4,4575
SNRPB2,225,155,6,6,4,P08579,27,U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1,SNRPB2,25.5,4574
KLF5,457,230,13,13,12,Q13887,36,Krueppel-like factor 5 OS=Homo sapiens OX=9606 GN=KLF5 PE=1 SV=2,KLF5,50.8,4571
PABPN1,306,163,10,10,10,Q86U42,63,Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3,PABPN1,32.7,4569
MPG,298,154,12,12,12,P29372,52,DNA-3-methyladenine glycosylase OS=Homo sapiens OX=9606 GN=MPG PE=1 SV=3,MPG,32.8,4564
FAM120A,1118,188,18,18,18,Q9NZB2,22,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2,FAM120A,121.8,4539
ATAD2,1390,181,21,21,21,Q6PL18,20,ATPase family AAA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ATAD2 PE=1 SV=1,ATAD2,158.5,4536
TARDBP,414,125,10,10,10,Q13148,36,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,TARDBP,44.7,4512
EIF6,245,180,9,9,9,P56537,59,Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1,EIF6,26.6,4509
LDLR,860,194,17,17,17,P01130,21,Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1,LDLR,95.3,4500
OGDH,1023,231,18,18,18,Q02218,23,2-oxoglutarate dehydrogenase complex component E1 OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3,OGDH,115.9,4491
PHF8,1060,211,14,14,12,Q9UPP1,15,Histone lysine demethylase PHF8 OS=Homo sapiens OX=9606 GN=PHF8 PE=1 SV=3,PHF8,117.8,4477
SRSF5,272,174,8,8,7,Q13243,25,Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1,SRSF5,31.2,4456
SPEN,3664,289,46,46,46,Q96T58,18,Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,SPEN,402.0,4451
SNIP1,396,210,15,15,15,Q8TAD8,37,Smad nuclear-interacting protein 1 OS=Homo sapiens OX=9606 GN=SNIP1 PE=1 SV=1,SNIP1,45.8,4411
NONO,471,206,14,14,13,Q15233,40,Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4,NONO,54.2,4373
UBAP2L,1087,147,8,8,8,Q14157,12,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,UBAP2L,114.5,4366
EFR3A,821,185,19,19,19,Q14156,31,Protein EFR3 homolog A OS=Homo sapiens OX=9606 GN=EFR3A PE=1 SV=2,EFR3A,92.9,4361
RAB35,201,169,9,9,7,Q15286,52,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,RAB35,23.0,4356
ZNF384,577,174,11,11,11,Q8TF68,30,Zinc finger protein 384 OS=Homo sapiens OX=9606 GN=ZNF384 PE=1 SV=2,ZNF384,63.2,4355
GNA11,359,195,15,15,10,P29992,51,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2,GNA11,42.1,4349
RAB10,200,157,7,7,4,P61026,39,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1,RAB10,22.5,4344
USF1,310,116,5,5,4,P22415,18,Upstream stimulatory factor 1 OS=Homo sapiens OX=9606 GN=USF1 PE=1 SV=1,USF1,33.5,4299
CD59,128,176,4,4,4,P13987,25,CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1,CD59,14.2,4298
RUNX1,453,191,12,12,12,Q01196,38,Runt-related transcription factor 1 OS=Homo sapiens OX=9606 GN=RUNX1 PE=1 SV=3,RUNX1,48.7,4269
REXO4,422,203,18,18,18,Q9GZR2,51,RNA exonuclease 4 OS=Homo sapiens OX=9606 GN=REXO4 PE=1 SV=2,REXO4,46.6,4242
PLS3,630,152,15,15,12,P13797,32,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,PLS3,70.8,4237
PPP1R18,613,224,15,15,15,Q6NYC8,32,Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,PPP1R18,67.9,4237
ACTR2,394,166,11,11,11,P61160,32,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1,ACTR2,44.7,4214
DHX8,1220,163,24,24,23,Q14562,25,ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,DHX8,139.2,4206
ATAD5,1844,168,19,19,19,Q96QE3,12,ATPase family AAA domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ATAD5 PE=1 SV=4,ATAD5,207.4,4203
KRT78,520,168,9,9,6,Q8N1N4,14,"Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2",KRT78,56.8,4200
MGA,3065,229,32,32,32,Q8IWI9,13,MAX gene-associated protein OS=Homo sapiens OX=9606 GN=MGA PE=1 SV=4,MGA,336.0,4183
VDAC1,283,133,10,10,9,P21796,47,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,VDAC1,30.8,4172
RCOR1,485,170,15,15,10,Q9UKL0,39,REST corepressor 1 OS=Homo sapiens OX=9606 GN=RCOR1 PE=1 SV=2,RCOR1,53.3,4163
KRT36,467,159,4,4,2,O76013,7,"Keratin, type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=1 SV=1",KRT36,52.2,4148
SNRPD2,118,167,6,6,6,P62316,54,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,SNRPD2,13.5,4126
HDAC1,482,188,14,14,9,Q13547,32,Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,HDAC1,55.1,4119
DYNLL1,89,173,5,5,2,P63167,58,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",DYNLL1,10.4,4089
HADHA,763,223,23,23,23,P40939,41,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",HADHA,82.9,4079
BMS1,1282,147,15,15,15,Q14692,16,Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1,BMS1,145.7,4073
MAFK,156,126,7,7,4,O60675,51,Transcription factor MafK OS=Homo sapiens OX=9606 GN=MAFK PE=1 SV=1,MAFK,17.5,4069
RAP1A,184,152,9,9,3,P62834,55,Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1,RAP1A,21.0,4047
SLC2A1,492,154,6,6,6,P11166,10,"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",SLC2A1,54.0,4045
CREB1,327,138,5,5,3,P16220,20,Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=CREB1 PE=1 SV=3,CREB1,35.1,4044
DDX23,820,256,21,21,21,Q9BUQ8,28,Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3,DDX23,95.5,4026
FLG2,2391,136,10,10,10,Q5D862,10,Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1,FLG2,247.9,4025
WDR74,385,136,10,10,10,Q6RFH5,32,WD repeat-containing protein 74 OS=Homo sapiens OX=9606 GN=WDR74 PE=1 SV=1,WDR74,42.4,4022
KIF22,665,152,15,15,15,Q14807,31,Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5,KIF22,73.2,4020
SRPK1,655,190,15,15,13,Q96SB4,29,SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2,SRPK1,74.3,4004
RPLP1,114,137,3,3,2,P05386,67,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,RPLP1,11.5,3981
RMI2,147,128,4,4,4,Q96E14,39,RecQ-mediated genome instability protein 2 OS=Homo sapiens OX=9606 GN=RMI2 PE=1 SV=2,RMI2,15.9,3978
RAD23A,363,211,12,12,10,P54725,58,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1,RAD23A,39.6,3973
INF2,1249,167,21,21,21,Q27J81,28,Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2,INF2,135.5,3964
RRP15,282,174,11,11,11,Q9Y3B9,48,RRP15-like protein OS=Homo sapiens OX=9606 GN=RRP15 PE=1 SV=2,RRP15,31.5,3960
CTTN,550,176,15,15,15,Q14247,36,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,CTTN,61.5,3954
SFPQ,707,205,18,18,17,P23246,28,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",SFPQ,76.1,3954
YWHAE,255,135,7,7,4,P62258,31,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,YWHAE,29.2,3946
RPL35A,110,207,7,7,7,P18077,50,60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,RPL35A,12.5,3944
JRKL,524,158,13,13,13,Q9Y4A0,39,Jerky protein homolog-like OS=Homo sapiens OX=9606 GN=JRKL PE=2 SV=2,JRKL,59.9,3942
USP7,1102,198,23,23,23,Q93009,26,Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2,USP7,128.2,3906
POLRMT,1230,156,22,22,22,O00411,24,"DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2",POLRMT,138.5,3896
SDAD1,687,211,18,18,18,Q9NVU7,29,Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3,SDAD1,79.8,3895
RPL37A,92,152,5,5,5,P61513,51,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2,RPL37A,10.3,3893
RPS24,133,142,3,3,3,P62847,29,40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1,RPS24,15.4,3863
ARPC4,168,142,6,6,6,P59998,36,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3,ARPC4,19.7,3863
NOL10,688,193,24,24,24,Q9BSC4,45,Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1,NOL10,80.3,3861
SP1,785,130,6,6,6,P08047,17,Transcription factor Sp1 OS=Homo sapiens OX=9606 GN=SP1 PE=1 SV=3,SP1,80.6,3844
ADARB1,741,114,13,13,13,P78563,24,Double-stranded RNA-specific editase 1 OS=Homo sapiens OX=9606 GN=ADARB1 PE=1 SV=1,ADARB1,80.7,3820
RRP7A,280,181,10,10,10,Q9Y3A4,44,Ribosomal RNA-processing protein 7 homolog A OS=Homo sapiens OX=9606 GN=RRP7A PE=1 SV=2,RRP7A,32.3,3793
TEAD4,434,129,6,6,3,Q15561,17,Transcriptional enhancer factor TEF-3 OS=Homo sapiens OX=9606 GN=TEAD4 PE=1 SV=3,TEAD4,48.3,3779
THOC6,341,283,12,12,11,Q86W42,44,THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,THOC6,37.5,3766
GOLGA8R,631,190,16,16,2,I6L899,30,Golgin subfamily A member 8R OS=Homo sapiens OX=9606 GN=GOLGA8R PE=3 SV=1,GOLGA8R,71.4,3756
LMTK2,1503,135,13,13,13,Q8IWU2,13,Serine/threonine-protein kinase LMTK2 OS=Homo sapiens OX=9606 GN=LMTK2 PE=1 SV=2,LMTK2,164.8,3724
SPTY2D1,685,200,19,19,19,Q68D10,27,Protein SPT2 homolog OS=Homo sapiens OX=9606 GN=SPTY2D1 PE=1 SV=3,SPTY2D1,75.6,3720
ASH2L,628,235,18,18,18,Q9UBL3,35,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens OX=9606 GN=ASH2L PE=1 SV=1,ASH2L,68.7,3716
CHMP4B,224,137,9,9,9,Q9H444,35,Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,CHMP4B,24.9,3709
SHROOM3,1996,163,25,25,25,Q8TF72,18,Protein Shroom3 OS=Homo sapiens OX=9606 GN=SHROOM3 PE=1 SV=2,SHROOM3,216.7,3695
NGDN,315,132,8,8,8,Q8NEJ9,30,Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1,NGDN,35.9,3695
DDX1,740,147,16,16,16,Q92499,30,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,DDX1,82.4,3664
